density	noise_sigma	noise_seed	method	junction	incoming_row	outgoing_col	global_entry	truth	estimate	abs_error
minimal	0.08	3	map_lbfgs	4	1	1	49	0.12	0.2261094602	0.1061094602
minimal	0.08	3	map_lbfgs	4	1	2	50	0.16	0.2261094602	0.06610946025
minimal	0.08	3	map_lbfgs	4	1	3	51	0.54	0.3273250069	0.2126749931
minimal	0.08	3	map_lbfgs	4	1	4	52	0.18	0.2204560726	0.04045607262
minimal	0.08	3	map_lbfgs	4	2	1	53	0.16	0.2111872333	0.05118723331
minimal	0.08	3	map_lbfgs	4	2	2	54	0.1	0.2111872333	0.1111872333
minimal	0.08	3	map_lbfgs	4	2	3	55	0.2	0.3686407671	0.1686407671
minimal	0.08	3	map_lbfgs	4	2	4	56	0.54	0.2089847662	0.3310152338
minimal	0.08	3	map_lbfgs	4	3	1	57	0.46	0.2259439652	0.2340560348
minimal	0.08	3	map_lbfgs	4	3	2	58	0.24	0.2259439652	0.01405603475
minimal	0.08	3	map_lbfgs	4	3	3	59	0.1	0.3271587234	0.2271587234
minimal	0.08	3	map_lbfgs	4	3	4	60	0.2	0.2209533461	0.02095334614
minimal	0.08	3	map_lbfgs	4	4	1	61	0.2	0.2051954484	0.005195448429
minimal	0.08	3	map_lbfgs	4	4	2	62	0.48	0.2051954484	0.2748045516
minimal	0.08	3	map_lbfgs	4	4	3	63	0.22	0.3849126008	0.1649126008
minimal	0.08	3	map_lbfgs	4	4	4	64	0.1	0.2046965023	0.1046965023
minimal	0.2	1	esmda	1	1	1	1	0.1	0.3337789075	0.2337789075
minimal	0.2	1	esmda	1	1	2	2	0.12	0.3097038607	0.1897038607
minimal	0.2	1	esmda	1	1	3	3	0.5	0.1471286759	0.3528713241
minimal	0.2	1	esmda	1	1	4	4	0.28	0.2093885559	0.07061144408
minimal	0.2	1	esmda	1	2	1	5	0.08	0.3073773929	0.2273773929
minimal	0.2	1	esmda	1	2	2	6	0.18	0.3830023064	0.2030023064
minimal	0.2	1	esmda	1	2	3	7	0.22	0.1367278732	0.08327212685
minimal	0.2	1	esmda	1	2	4	8	0.52	0.1728924275	0.3471075725
minimal	0.2	1	esmda	1	3	1	9	0.42	0.2668522338	0.1531477662
minimal	0.2	1	esmda	1	3	2	10	0.24	0.3893184239	0.1493184239
minimal	0.2	1	esmda	1	3	3	11	0.08	0.145220122	0.065220122
minimal	0.2	1	esmda	1	3	4	12	0.26	0.1986092204	0.06139077965
minimal	0.2	1	esmda	1	4	1	13	0.2	0.2859662314	0.08596623136
minimal	0.2	1	esmda	1	4	2	14	0.46	0.3191523727	0.1408476273
minimal	0.2	1	esmda	1	4	3	15	0.24	0.1557340409	0.08426595906
minimal	0.2	1	esmda	1	4	4	16	0.1	0.239147355	0.139147355
minimal	0.2	1	esmda	2	1	1	17	0.18	0.344634133	0.164634133
minimal	0.2	1	esmda	2	1	2	18	0.08	0.1824125181	0.1024125181
minimal	0.2	1	esmda	2	1	3	19	0.16	0.2516576137	0.09165761365
minimal	0.2	1	esmda	2	1	4	20	0.58	0.2212957353	0.3587042647
minimal	0.2	1	esmda	2	2	1	21	0.14	0.226900735	0.08690073502
minimal	0.2	1	esmda	2	2	2	22	0.1	0.2241813466	0.1241813466
minimal	0.2	1	esmda	2	2	3	23	0.56	0.3493677859	0.2106322141
minimal	0.2	1	esmda	2	2	4	24	0.2	0.1995501325	0.0004498674919
minimal	0.2	1	esmda	2	3	1	25	0.48	0.2072029835	0.2727970165
minimal	0.2	1	esmda	2	3	2	26	0.2	0.2987056698	0.09870566981
minimal	0.2	1	esmda	2	3	3	27	0.08	0.2927487415	0.2127487415
minimal	0.2	1	esmda	2	3	4	28	0.24	0.2013426051	0.03865739485
minimal	0.2	1	esmda	2	4	1	29	0.18	0.3214288623	0.1414288623
minimal	0.2	1	esmda	2	4	2	30	0.42	0.2793887887	0.1406112113
minimal	0.2	1	esmda	2	4	3	31	0.3	0.2431628855	0.05683711446
minimal	0.2	1	esmda	2	4	4	32	0.1	0.1560194634	0.05601946342
minimal	0.2	1	esmda	3	1	1	33	0.16	0.237145264	0.077145264
minimal	0.2	1	esmda	3	1	2	34	0.18	0.1813823832	0.001382383187
minimal	0.2	1	esmda	3	1	3	35	0.42	0.3551783094	0.06482169061
minimal	0.2	1	esmda	3	1	4	36	0.24	0.2262940434	0.01370595657
minimal	0.2	1	esmda	3	2	1	37	0.1	0.2102472487	0.1102472487
minimal	0.2	1	esmda	3	2	2	38	0.22	0.3764807801	0.1564807801
minimal	0.2	1	esmda	3	2	3	39	0.18	0.195842291	0.01584229104
minimal	0.2	1	esmda	3	2	4	40	0.5	0.2174296802	0.2825703198
minimal	0.2	1	esmda	3	3	1	41	0.44	0.2312516794	0.2087483206
minimal	0.2	1	esmda	3	3	2	42	0.18	0.295862565	0.115862565
minimal	0.2	1	esmda	3	3	3	43	0.1	0.2274276602	0.1274276602
minimal	0.2	1	esmda	3	3	4	44	0.28	0.2454580954	0.03454190459
minimal	0.2	1	esmda	3	4	1	45	0.22	0.3241096936	0.1041096936
minimal	0.2	1	esmda	3	4	2	46	0.4	0.1932281861	0.2067718139
minimal	0.2	1	esmda	3	4	3	47	0.26	0.2786225257	0.01862252568
minimal	0.2	1	esmda	3	4	4	48	0.12	0.2040395946	0.08403959461
minimal	0.2	1	esmda	4	1	1	49	0.12	0.1317536963	0.01175369635
minimal	0.2	1	esmda	4	1	2	50	0.16	0.1231267738	0.03687322623
minimal	0.2	1	esmda	4	1	3	51	0.54	0.6635921811	0.1235921811
minimal	0.2	1	esmda	4	1	4	52	0.18	0.08152734876	0.09847265124
minimal	0.2	1	esmda	4	2	1	53	0.16	0.123080978	0.036919022
minimal	0.2	1	esmda	4	2	2	54	0.1	0.1063208111	0.006320811054
minimal	0.2	1	esmda	4	2	3	55	0.2	0.7114694356	0.5114694356
minimal	0.2	1	esmda	4	2	4	56	0.54	0.05912877539	0.4808712246
minimal	0.2	1	esmda	4	3	1	57	0.46	0.2167463924	0.2432536076
minimal	0.2	1	esmda	4	3	2	58	0.24	0.2158930532	0.02410694676
minimal	0.2	1	esmda	4	3	3	59	0.1	0.4866595082	0.3866595082
minimal	0.2	1	esmda	4	3	4	60	0.2	0.08070104622	0.1192989538
minimal	0.2	1	esmda	4	4	1	61	0.2	0.2729290499	0.07292904991
minimal	0.2	1	esmda	4	4	2	62	0.48	0.2089687544	0.2710312456
minimal	0.2	1	esmda	4	4	3	63	0.22	0.4029496685	0.1829496685
minimal	0.2	1	esmda	4	4	4	64	0.1	0.1151525272	0.01515252716
minimal	0.2	1	map_lbfgs	1	1	1	1	0.1	0.285289515	0.185289515
minimal	0.2	1	map_lbfgs	1	1	2	2	0.12	0.285289515	0.165289515
minimal	0.2	1	map_lbfgs	1	1	3	3	0.5	0.1294975958	0.3705024042
minimal	0.2	1	map_lbfgs	1	1	4	4	0.28	0.2999233742	0.01992337424
minimal	0.2	1	map_lbfgs	1	2	1	5	0.08	0.2848185855	0.2048185855
minimal	0.2	1	map_lbfgs	1	2	2	6	0.18	0.2848185855	0.1048185855
minimal	0.2	1	map_lbfgs	1	2	3	7	0.22	0.1414180528	0.0785819472
minimal	0.2	1	map_lbfgs	1	2	4	8	0.52	0.2889447762	0.2310552238
minimal	0.2	1	map_lbfgs	1	3	1	9	0.42	0.2857725606	0.1342274394
minimal	0.2	1	map_lbfgs	1	3	2	10	0.24	0.2857725606	0.04577256056
minimal	0.2	1	map_lbfgs	1	3	3	11	0.08	0.1349415077	0.05494150767
minimal	0.2	1	map_lbfgs	1	3	4	12	0.26	0.2935133712	0.0335133712
minimal	0.2	1	map_lbfgs	1	4	1	13	0.2	0.2846464775	0.08464647749
minimal	0.2	1	map_lbfgs	1	4	2	14	0.46	0.2846464775	0.1753535225
minimal	0.2	1	map_lbfgs	1	4	3	15	0.24	0.1467795163	0.09322048369
minimal	0.2	1	map_lbfgs	1	4	4	16	0.1	0.2839275287	0.1839275287
minimal	0.2	1	map_lbfgs	2	1	1	17	0.18	0.2499999999	0.06999999989
minimal	0.2	1	map_lbfgs	2	1	2	18	0.08	0.2499999999	0.1699999999
minimal	0.2	1	map_lbfgs	2	1	3	19	0.16	0.2500000003	0.09000000034
minimal	0.2	1	map_lbfgs	2	1	4	20	0.58	0.2499999999	0.3300000001
minimal	0.2	1	map_lbfgs	2	2	1	21	0.14	0.2499999999	0.1099999999
minimal	0.2	1	map_lbfgs	2	2	2	22	0.1	0.2499999999	0.1499999999
minimal	0.2	1	map_lbfgs	2	2	3	23	0.56	0.2500000004	0.3099999996
minimal	0.2	1	map_lbfgs	2	2	4	24	0.2	0.2499999999	0.04999999987
minimal	0.2	1	map_lbfgs	2	3	1	25	0.48	0.2499999999	0.2300000001
minimal	0.2	1	map_lbfgs	2	3	2	26	0.2	0.2499999999	0.04999999987
minimal	0.2	1	map_lbfgs	2	3	3	27	0.08	0.2500000004	0.1700000004
minimal	0.2	1	map_lbfgs	2	3	4	28	0.24	0.2499999999	0.009999999879
minimal	0.2	1	map_lbfgs	2	4	1	29	0.18	0.2499999999	0.0699999999
minimal	0.2	1	map_lbfgs	2	4	2	30	0.42	0.2499999999	0.1700000001
minimal	0.2	1	map_lbfgs	2	4	3	31	0.3	0.2500000003	0.04999999971
minimal	0.2	1	map_lbfgs	2	4	4	32	0.1	0.2499999999	0.1499999999
minimal	0.2	1	map_lbfgs	3	1	1	33	0.16	0.25	0.09
minimal	0.2	1	map_lbfgs	3	1	2	34	0.18	0.25	0.07
minimal	0.2	1	map_lbfgs	3	1	3	35	0.42	0.25	0.17
minimal	0.2	1	map_lbfgs	3	1	4	36	0.24	0.25	0.01
minimal	0.2	1	map_lbfgs	3	2	1	37	0.1	0.25	0.15
minimal	0.2	1	map_lbfgs	3	2	2	38	0.22	0.25	0.03
minimal	0.2	1	map_lbfgs	3	2	3	39	0.18	0.25	0.07
minimal	0.2	1	map_lbfgs	3	2	4	40	0.5	0.25	0.25
minimal	0.2	1	map_lbfgs	3	3	1	41	0.44	0.25	0.19
minimal	0.2	1	map_lbfgs	3	3	2	42	0.18	0.25	0.07
minimal	0.2	1	map_lbfgs	3	3	3	43	0.1	0.25	0.15
minimal	0.2	1	map_lbfgs	3	3	4	44	0.28	0.25	0.03
minimal	0.2	1	map_lbfgs	3	4	1	45	0.22	0.25	0.03
minimal	0.2	1	map_lbfgs	3	4	2	46	0.4	0.25	0.15
minimal	0.2	1	map_lbfgs	3	4	3	47	0.26	0.25	0.01
minimal	0.2	1	map_lbfgs	3	4	4	48	0.12	0.25	0.13
minimal	0.2	1	map_lbfgs	4	1	1	49	0.12	0.09769983301	0.02230016699
minimal	0.2	1	map_lbfgs	4	1	2	50	0.16	0.09769983301	0.06230016699
minimal	0.2	1	map_lbfgs	4	1	3	51	0.54	0.7064800394	0.1664800394
minimal	0.2	1	map_lbfgs	4	1	4	52	0.18	0.0981202946	0.0818797054
minimal	0.2	1	map_lbfgs	4	2	1	53	0.16	0.08059818297	0.07940181703
minimal	0.2	1	map_lbfgs	4	2	2	54	0.1	0.08059818297	0.01940181703
minimal	0.2	1	map_lbfgs	4	2	3	55	0.2	0.7545931116	0.5545931116
minimal	0.2	1	map_lbfgs	4	2	4	56	0.54	0.08421052243	0.4557894776
minimal	0.2	1	map_lbfgs	4	3	1	57	0.46	0.09901765516	0.3609823448
minimal	0.2	1	map_lbfgs	4	3	2	58	0.24	0.09901765516	0.1409823448
minimal	0.2	1	map_lbfgs	4	3	3	59	0.1	0.7025854658	0.6025854658
minimal	0.2	1	map_lbfgs	4	3	4	60	0.2	0.09937922385	0.1006207761
minimal	0.2	1	map_lbfgs	4	4	1	61	0.2	0.179763917	0.02023608304
minimal	0.2	1	map_lbfgs	4	4	2	62	0.48	0.179763917	0.300236083
minimal	0.2	1	map_lbfgs	4	4	3	63	0.22	0.4931624073	0.2731624073
minimal	0.2	1	map_lbfgs	4	4	4	64	0.1	0.1473097588	0.04730975883
minimal	0.2	2	esmda	1	1	1	1	0.1	0.3514420272	0.2514420272
minimal	0.2	2	esmda	1	1	2	2	0.12	0.4508215724	0.3308215724
minimal	0.2	2	esmda	1	1	3	3	0.5	0.06087695791	0.4391230421
minimal	0.2	2	esmda	1	1	4	4	0.28	0.1368594425	0.1431405575
minimal	0.2	2	esmda	1	2	1	5	0.08	0.2654909702	0.1854909702
minimal	0.2	2	esmda	1	2	2	6	0.18	0.4998881773	0.3198881773
minimal	0.2	2	esmda	1	2	3	7	0.22	0.06978543974	0.1502145603
minimal	0.2	2	esmda	1	2	4	8	0.52	0.1648354127	0.3551645873
minimal	0.2	2	esmda	1	3	1	9	0.42	0.3344285084	0.08557149161
minimal	0.2	2	esmda	1	3	2	10	0.24	0.4646081166	0.2246081166
minimal	0.2	2	esmda	1	3	3	11	0.08	0.07046507391	0.00953492609
minimal	0.2	2	esmda	1	3	4	12	0.26	0.1304983011	0.1295016989
minimal	0.2	2	esmda	1	4	1	13	0.2	0.3370886721	0.1370886721
minimal	0.2	2	esmda	1	4	2	14	0.46	0.3531703213	0.1068296787
minimal	0.2	2	esmda	1	4	3	15	0.24	0.08686763889	0.1531323611
minimal	0.2	2	esmda	1	4	4	16	0.1	0.2228733677	0.1228733677
minimal	0.2	2	esmda	2	1	1	17	0.18	0.3564990103	0.1764990103
minimal	0.2	2	esmda	2	1	2	18	0.08	0.2189174391	0.1389174391
minimal	0.2	2	esmda	2	1	3	19	0.16	0.2164502713	0.05645027134
minimal	0.2	2	esmda	2	1	4	20	0.58	0.2081332792	0.3718667208
minimal	0.2	2	esmda	2	2	1	21	0.14	0.2177826669	0.0777826669
minimal	0.2	2	esmda	2	2	2	22	0.1	0.2270769851	0.1270769851
minimal	0.2	2	esmda	2	2	3	23	0.56	0.3413549808	0.2186450192
minimal	0.2	2	esmda	2	2	4	24	0.2	0.2137853673	0.01378536727
minimal	0.2	2	esmda	2	3	1	25	0.48	0.1894065397	0.2905934603
minimal	0.2	2	esmda	2	3	2	26	0.2	0.3183705631	0.1183705631
minimal	0.2	2	esmda	2	3	3	27	0.08	0.294195388	0.214195388
minimal	0.2	2	esmda	2	3	4	28	0.24	0.1980275092	0.04197249077
minimal	0.2	2	esmda	2	4	1	29	0.18	0.3652044847	0.1852044847
minimal	0.2	2	esmda	2	4	2	30	0.42	0.3010470693	0.1189529307
minimal	0.2	2	esmda	2	4	3	31	0.3	0.2008526474	0.09914735264
minimal	0.2	2	esmda	2	4	4	32	0.1	0.1328957986	0.03289579859
minimal	0.2	2	esmda	3	1	1	33	0.16	0.2597520796	0.09975207964
minimal	0.2	2	esmda	3	1	2	34	0.18	0.1576536267	0.02234637329
minimal	0.2	2	esmda	3	1	3	35	0.42	0.3681419366	0.0518580634
minimal	0.2	2	esmda	3	1	4	36	0.24	0.214452357	0.02554764296
minimal	0.2	2	esmda	3	2	1	37	0.1	0.1977369257	0.09773692575
minimal	0.2	2	esmda	3	2	2	38	0.22	0.35005629	0.13005629
minimal	0.2	2	esmda	3	2	3	39	0.18	0.2025693077	0.0225693077
minimal	0.2	2	esmda	3	2	4	40	0.5	0.2496374765	0.2503625235
minimal	0.2	2	esmda	3	3	1	41	0.44	0.1781593674	0.2618406326
minimal	0.2	2	esmda	3	3	2	42	0.18	0.2882433649	0.1082433649
minimal	0.2	2	esmda	3	3	3	43	0.1	0.2497337201	0.1497337201
minimal	0.2	2	esmda	3	3	4	44	0.28	0.2838635477	0.003863547668
minimal	0.2	2	esmda	3	4	1	45	0.22	0.3559866583	0.1359866583
minimal	0.2	2	esmda	3	4	2	46	0.4	0.1674361472	0.2325638528
minimal	0.2	2	esmda	3	4	3	47	0.26	0.3033887576	0.04338875761
minimal	0.2	2	esmda	3	4	4	48	0.12	0.1731884369	0.05318843694
minimal	0.2	2	esmda	4	1	1	49	0.12	0.1381010185	0.01810101845
minimal	0.2	2	esmda	4	1	2	50	0.16	0.1363975681	0.02360243189
minimal	0.2	2	esmda	4	1	3	51	0.54	0.637979903	0.09797990305
minimal	0.2	2	esmda	4	1	4	52	0.18	0.08752151039	0.09247848961
minimal	0.2	2	esmda	4	2	1	53	0.16	0.1519939419	0.00800605812
minimal	0.2	2	esmda	4	2	2	54	0.1	0.1355432152	0.03554321519
minimal	0.2	2	esmda	4	2	3	55	0.2	0.6511716543	0.4511716543
minimal	0.2	2	esmda	4	2	4	56	0.54	0.06129118859	0.4787088114
minimal	0.2	2	esmda	4	3	1	57	0.46	0.2110156119	0.2489843881
minimal	0.2	2	esmda	4	3	2	58	0.24	0.227233951	0.01276604901
minimal	0.2	2	esmda	4	3	3	59	0.1	0.4747715142	0.3747715142
minimal	0.2	2	esmda	4	3	4	60	0.2	0.08697892285	0.1130210771
minimal	0.2	2	esmda	4	4	1	61	0.2	0.2535505526	0.05355055259
minimal	0.2	2	esmda	4	4	2	62	0.48	0.1955716449	0.2844283551
minimal	0.2	2	esmda	4	4	3	63	0.22	0.4748646552	0.2548646552
minimal	0.2	2	esmda	4	4	4	64	0.1	0.07601314732	0.02398685268
minimal	0.2	2	map_lbfgs	1	1	1	1	0.1	0.2874010923	0.1874010923
minimal	0.2	2	map_lbfgs	1	1	2	2	0.12	0.2874010923	0.1674010923
minimal	0.2	2	map_lbfgs	1	1	3	3	0.5	0.05758608264	0.4424139174
minimal	0.2	2	map_lbfgs	1	1	4	4	0.28	0.3676117327	0.08761173271
minimal	0.2	2	map_lbfgs	1	2	1	5	0.08	0.3023523645	0.2223523645
minimal	0.2	2	map_lbfgs	1	2	2	6	0.18	0.3023523645	0.1223523645
minimal	0.2	2	map_lbfgs	1	2	3	7	0.22	0.06438929784	0.1556107022
minimal	0.2	2	map_lbfgs	1	2	4	8	0.52	0.3309059732	0.1890940268
minimal	0.2	2	map_lbfgs	1	3	1	9	0.42	0.2977278622	0.1222721378
minimal	0.2	2	map_lbfgs	1	3	2	10	0.24	0.2977278622	0.05772786219
minimal	0.2	2	map_lbfgs	1	3	3	11	0.08	0.0589457532	0.0210542468
minimal	0.2	2	map_lbfgs	1	3	4	12	0.26	0.3455985224	0.08559852242
minimal	0.2	2	map_lbfgs	1	4	1	13	0.2	0.3103302959	0.1103302959
minimal	0.2	2	map_lbfgs	1	4	2	14	0.46	0.3103302959	0.1496697041
minimal	0.2	2	map_lbfgs	1	4	3	15	0.24	0.06606946912	0.1739305309
minimal	0.2	2	map_lbfgs	1	4	4	16	0.1	0.313269939	0.213269939
minimal	0.2	2	map_lbfgs	2	1	1	17	0.18	0.25	0.06999999999
minimal	0.2	2	map_lbfgs	2	1	2	18	0.08	0.25	0.17
minimal	0.2	2	map_lbfgs	2	1	3	19	0.16	0.25	0.09000000001
minimal	0.2	2	map_lbfgs	2	1	4	20	0.58	0.25	0.33
minimal	0.2	2	map_lbfgs	2	2	1	21	0.14	0.25	0.11
minimal	0.2	2	map_lbfgs	2	2	2	22	0.1	0.25	0.15
minimal	0.2	2	map_lbfgs	2	2	3	23	0.56	0.25	0.31
minimal	0.2	2	map_lbfgs	2	2	4	24	0.2	0.25	0.05
minimal	0.2	2	map_lbfgs	2	3	1	25	0.48	0.25	0.23
minimal	0.2	2	map_lbfgs	2	3	2	26	0.2	0.25	0.04999999999
minimal	0.2	2	map_lbfgs	2	3	3	27	0.08	0.25	0.17
minimal	0.2	2	map_lbfgs	2	3	4	28	0.24	0.25	0.009999999998
minimal	0.2	2	map_lbfgs	2	4	1	29	0.18	0.25	0.07
minimal	0.2	2	map_lbfgs	2	4	2	30	0.42	0.25	0.17
minimal	0.2	2	map_lbfgs	2	4	3	31	0.3	0.25	0.04999999999
minimal	0.2	2	map_lbfgs	2	4	4	32	0.1	0.25	0.15
minimal	0.2	2	map_lbfgs	3	1	1	33	0.16	0.25	0.09
minimal	0.2	2	map_lbfgs	3	1	2	34	0.18	0.25	0.07
minimal	0.2	2	map_lbfgs	3	1	3	35	0.42	0.25	0.17
minimal	0.2	2	map_lbfgs	3	1	4	36	0.24	0.25	0.01
minimal	0.2	2	map_lbfgs	3	2	1	37	0.1	0.25	0.15
minimal	0.2	2	map_lbfgs	3	2	2	38	0.22	0.25	0.03
minimal	0.2	2	map_lbfgs	3	2	3	39	0.18	0.25	0.07
minimal	0.2	2	map_lbfgs	3	2	4	40	0.5	0.25	0.25
minimal	0.2	2	map_lbfgs	3	3	1	41	0.44	0.25	0.19
minimal	0.2	2	map_lbfgs	3	3	2	42	0.18	0.25	0.07
minimal	0.2	2	map_lbfgs	3	3	3	43	0.1	0.25	0.15
minimal	0.2	2	map_lbfgs	3	3	4	44	0.28	0.25	0.03
minimal	0.2	2	map_lbfgs	3	4	1	45	0.22	0.25	0.03
minimal	0.2	2	map_lbfgs	3	4	2	46	0.4	0.25	0.15
minimal	0.2	2	map_lbfgs	3	4	3	47	0.26	0.25	0.01
minimal	0.2	2	map_lbfgs	3	4	4	48	0.12	0.25	0.13
minimal	0.2	2	map_lbfgs	4	1	1	49	0.12	0.1018160794	0.01818392064
minimal	0.2	2	map_lbfgs	4	1	2	50	0.16	0.1018160794	0.05818392064
minimal	0.2	2	map_lbfgs	4	1	3	51	0.54	0.6959282932	0.1559282932
minimal	0.2	2	map_lbfgs	4	1	4	52	0.18	0.100439548	0.07956045197
minimal	0.2	2	map_lbfgs	4	2	1	53	0.16	0.08227399351	0.07772600649
minimal	0.2	2	map_lbfgs	4	2	2	54	0.1	0.08227399351	0.01772600649
minimal	0.2	2	map_lbfgs	4	2	3	55	0.2	0.7504798064	0.5504798064
minimal	0.2	2	map_lbfgs	4	2	4	56	0.54	0.08497220663	0.4550277934
minimal	0.2	2	map_lbfgs	4	3	1	57	0.46	0.1153654606	0.3446345394
minimal	0.2	2	map_lbfgs	4	3	2	58	0.24	0.1153654606	0.1246345394
minimal	0.2	2	map_lbfgs	4	3	3	59	0.1	0.6588278006	0.5588278006
minimal	0.2	2	map_lbfgs	4	3	4	60	0.2	0.1104412781	0.08955872187
minimal	0.2	2	map_lbfgs	4	4	1	61	0.2	0.09111103704	0.108888963
minimal	0.2	2	map_lbfgs	4	4	2	62	0.48	0.09111103704	0.388888963
minimal	0.2	2	map_lbfgs	4	4	3	63	0.22	0.7256508292	0.5056508292
minimal	0.2	2	map_lbfgs	4	4	4	64	0.1	0.09212709671	0.007872903286
minimal	0.2	3	esmda	1	1	1	1	0.1	0.315551081	0.215551081
minimal	0.2	3	esmda	1	1	2	2	0.12	0.3774687239	0.2574687239
minimal	0.2	3	esmda	1	1	3	3	0.5	0.1143548156	0.3856451844
minimal	0.2	3	esmda	1	1	4	4	0.28	0.1926253795	0.08737462051
minimal	0.2	3	esmda	1	2	1	5	0.08	0.3255198454	0.2455198454
minimal	0.2	3	esmda	1	2	2	6	0.18	0.3465246475	0.1665246475
minimal	0.2	3	esmda	1	2	3	7	0.22	0.1344809201	0.08551907986
minimal	0.2	3	esmda	1	2	4	8	0.52	0.193474587	0.326525413
minimal	0.2	3	esmda	1	3	1	9	0.42	0.3071138569	0.1128861431
minimal	0.2	3	esmda	1	3	2	10	0.24	0.3691252662	0.1291252662
minimal	0.2	3	esmda	1	3	3	11	0.08	0.1375506457	0.0575506457
minimal	0.2	3	esmda	1	3	4	12	0.26	0.1862102313	0.07378976875
minimal	0.2	3	esmda	1	4	1	13	0.2	0.2987009036	0.09870090356
minimal	0.2	3	esmda	1	4	2	14	0.46	0.3222453647	0.1377546353
minimal	0.2	3	esmda	1	4	3	15	0.24	0.1504549581	0.0895450419
minimal	0.2	3	esmda	1	4	4	16	0.1	0.2285987737	0.1285987737
minimal	0.2	3	esmda	2	1	1	17	0.18	0.3383737313	0.1583737313
minimal	0.2	3	esmda	2	1	2	18	0.08	0.2144988559	0.1344988559
minimal	0.2	3	esmda	2	1	3	19	0.16	0.2377193359	0.07771933588
minimal	0.2	3	esmda	2	1	4	20	0.58	0.2094080769	0.3705919231
minimal	0.2	3	esmda	2	2	1	21	0.14	0.2122356597	0.07223565974
minimal	0.2	3	esmda	2	2	2	22	0.1	0.2695955959	0.1695955959
minimal	0.2	3	esmda	2	2	3	23	0.56	0.3077745995	0.2522254005
minimal	0.2	3	esmda	2	2	4	24	0.2	0.2103941449	0.01039414489
minimal	0.2	3	esmda	2	3	1	25	0.48	0.2054093052	0.2745906948
minimal	0.2	3	esmda	2	3	2	26	0.2	0.3125695737	0.1125695737
minimal	0.2	3	esmda	2	3	3	27	0.08	0.2876434422	0.2076434422
minimal	0.2	3	esmda	2	3	4	28	0.24	0.1943776789	0.04562232105
minimal	0.2	3	esmda	2	4	1	29	0.18	0.3191145743	0.1391145743
minimal	0.2	3	esmda	2	4	2	30	0.42	0.2681789296	0.1518210704
minimal	0.2	3	esmda	2	4	3	31	0.3	0.249184759	0.050815241
minimal	0.2	3	esmda	2	4	4	32	0.1	0.1635217371	0.06352173711
minimal	0.2	3	esmda	3	1	1	33	0.16	0.2406951344	0.08069513436
minimal	0.2	3	esmda	3	1	2	34	0.18	0.1640605857	0.01593941431
minimal	0.2	3	esmda	3	1	3	35	0.42	0.3618129002	0.05818709977
minimal	0.2	3	esmda	3	1	4	36	0.24	0.2334313797	0.006568620274
minimal	0.2	3	esmda	3	2	1	37	0.1	0.2191803874	0.1191803874
minimal	0.2	3	esmda	3	2	2	38	0.22	0.3478633213	0.1278633213
minimal	0.2	3	esmda	3	2	3	39	0.18	0.2221405684	0.04214056841
minimal	0.2	3	esmda	3	2	4	40	0.5	0.2108157229	0.2891842771
minimal	0.2	3	esmda	3	3	1	41	0.44	0.2215164327	0.2184835673
minimal	0.2	3	esmda	3	3	2	42	0.18	0.2634491804	0.0834491804
minimal	0.2	3	esmda	3	3	3	43	0.1	0.256887841	0.156887841
minimal	0.2	3	esmda	3	3	4	44	0.28	0.2581465459	0.02185345409
minimal	0.2	3	esmda	3	4	1	45	0.22	0.3386483594	0.1186483594
minimal	0.2	3	esmda	3	4	2	46	0.4	0.195947651	0.204052349
minimal	0.2	3	esmda	3	4	3	47	0.26	0.2722479621	0.01224796213
minimal	0.2	3	esmda	3	4	4	48	0.12	0.1931560274	0.07315602744
minimal	0.2	3	esmda	4	1	1	49	0.12	0.1698180114	0.04981801141
minimal	0.2	3	esmda	4	1	2	50	0.16	0.1701740898	0.01017408975
minimal	0.2	3	esmda	4	1	3	51	0.54	0.5435616356	0.003561635552
minimal	0.2	3	esmda	4	1	4	52	0.18	0.1164462633	0.06355373672
minimal	0.2	3	esmda	4	2	1	53	0.16	0.1914323189	0.03143231889
minimal	0.2	3	esmda	4	2	2	54	0.1	0.1577262823	0.05772628226
minimal	0.2	3	esmda	4	2	3	55	0.2	0.5639896864	0.3639896864
minimal	0.2	3	esmda	4	2	4	56	0.54	0.08685171247	0.4531482875
minimal	0.2	3	esmda	4	3	1	57	0.46	0.2458786563	0.2141213437
minimal	0.2	3	esmda	4	3	2	58	0.24	0.2371551234	0.002844876629
minimal	0.2	3	esmda	4	3	3	59	0.1	0.4131067954	0.3131067954
minimal	0.2	3	esmda	4	3	4	60	0.2	0.103859425	0.09614057505
minimal	0.2	3	esmda	4	4	1	61	0.2	0.2663624218	0.06636242175
minimal	0.2	3	esmda	4	4	2	62	0.48	0.1830141297	0.2969858703
minimal	0.2	3	esmda	4	4	3	63	0.22	0.4469723319	0.2269723319
minimal	0.2	3	esmda	4	4	4	64	0.1	0.1036511167	0.003651116675
minimal	0.2	3	map_lbfgs	1	1	1	1	0.1	0.2943519149	0.1943519149
minimal	0.2	3	map_lbfgs	1	1	2	2	0.12	0.2943519149	0.1743519149
minimal	0.2	3	map_lbfgs	1	1	3	3	0.5	0.1079400622	0.3920599378
minimal	0.2	3	map_lbfgs	1	1	4	4	0.28	0.303356108	0.02335610795
minimal	0.2	3	map_lbfgs	1	2	1	5	0.08	0.2947095105	0.2147095105
