object_key,road_id,veglenkesekvensid,veglenkenummer,segmentnummer,startnode,sluttnode,typeVeg,street_name,kortform,lenkeretning,length_m,feltoversikt,lane_mode,source_files
443814-4-12:452866>2815170,r788,443814,4,12,452866,2815170,Enkel bilveg,Engervannsveien,FV1626 S2D1 m70-1201,MED,1130.728,1#2,bidirectional,E18_8.json E18_9.json E18_11.json
405177-1-3:453284>453252,r744,405177,1,3,CN66,453252,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m0-86,MED,86.493,1#2,bidirectional,E18_8.json
405218-2-3:453252>1934854,r779,405218,2,3,453252,1934854,Enkel bilveg,Homans vei,KV1132 S1D1 m64-137,MED,73.522,1#2,bidirectional,E18_8.json
405367-4-3:2646621>453213,r778,405367,4,3,CN65,453213,Enkel bilveg,Sjøveien,KV1251 S1D1 m100-252,MED,152.482,1#2,bidirectional,E18_8.json
2646945-1-4:2646621>2646818,r789,2646945,1,4,CN65,2646818,Enkel bilveg,Sjøveien,PV1251 S1D1 m0-91,MED,91.044,1#2,bidirectional,E18_8.json
405176-2-3:2646623>453285,r790,405176,2,3,2646623,CN66,Enkel bilveg,Gamle Drammensvei,KV1101 S3D1 m7-124,MED,116.798,1#2,bidirectional,E18_8.json
405218-5-3:453190>2646620,r779,405218,5,3,453190,2646620,Enkel bilveg,Homans vei,KV1132 S1D1 m388-601,MED,212.652,1#2,bidirectional,E18_8.json
2646941-1-4:2646620>2646815,r791,2646941,1,4,2646620,2646815,Enkel bilveg,Homans vei,PV1132 S1D1 m0-51,MED,50.612,1#2,bidirectional,E18_8.json
405218-8-3:1934854>453223,r779,405218,8,3,1934854,453223,Enkel bilveg,Homans vei,KV1132 S1D1 m137-183,MED,45.722,1#2,bidirectional,E18_8.json
405434-3-3:3686878>453385,r776,405434,3,3,3686878,453385,Enkel bilveg,Vesleveien,KV1307 S1D1 m7-47,MED,40.589,1#2,bidirectional,E18_8.json
2646938-1-4:2646622>2646812,r792,2646938,1,4,CN66,2646812,Enkel bilveg,Blommenholmveien,PV1040 S4D1 m0-33,MED,32.958,1#2,bidirectional,E18_8.json
405087-16-3:2646622>3588522,r784,405087,16,3,CN66,3588522,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m115-166,MED,51.183,1#2,bidirectional,E18_8.json
2646939-1-4:2646623>2646813,r793,2646939,1,4,2646623,2646813,Enkel bilveg,Gamle Drammensvei,PV1101 S7D1 m0-39,MED,39.201,1#2,bidirectional,E18_8.json
446676-2-12:3686874>453364,r794,446676,2,12,3686874,453364,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m980-990,MED,10.746,2,against_link,E18_8.json
446676-1-12:453379>3686874,r794,446676,1,12,CN158,3686874,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m968-980,MED,12.221,2,against_link,E18_8.json
445088-2-12:3686873>453364,r795,445088,2,12,3686873,453364,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m979-990,MED,10.886,1,with_link,E18_8.json
405434-1-3:453388>3686878,r776,405434,1,3,CN158,3686878,Enkel bilveg,Vesleveien,KV1307 S1D1 m0-7,MED,6.526,1#2,bidirectional,E18_8.json
445088-1-12:453379>3686873,r795,445088,1,12,CN158,3686873,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m968-979,MED,11.909,1,with_link,E18_8.json
405218-3-3:453223>453213,r779,405218,3,3,453223,453213,Enkel bilveg,Homans vei,KV1132 S1D1 m183-288,MED,104.881,1#2,bidirectional,E18_8.json
405219-1-3:453223>1402820,r796,405219,1,3,453223,1402820,Enkel bilveg,Homans vei,KV1132 S2D1 m0-67,MED,66.774,1#2,bidirectional,E18_8.json
405176-1-3:453322>2646623,r790,405176,1,3,453322,2646623,Enkel bilveg,Gamle Drammensvei,KV1101 S3D1 m0-7,MED,7.277,1#2,bidirectional,E18_8.json
405087-15-3:3588522>453301,r784,405087,15,3,3588522,453301,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m166-177,MED,11.622,1#2,bidirectional,E18_8.json
405087-5-3:453301>3067811,r784,405087,5,3,453301,3067811,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m177-193,MED,15.679,1#2,bidirectional,E18_8.json
2646937-1-4:453301>3588557,r797,2646937,1,4,453301,3588557,Enkel bilveg,Blommenholmveien,PV1040 S3D1 m0-4,MED,3.917,1#2,bidirectional,E18_8.json
2646937-2-4:3588557>2646811,r797,2646937,2,4,3588557,2646811,Enkel bilveg,Blommenholmveien,PV1040 S3D1 m4-40,MED,35.754,1#2,bidirectional,E18_8.json
405087-6-3:3067811>3067812,r784,405087,6,3,3067811,3067812,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m193-204,MED,10.766,1#2,bidirectional,E18_8.json
405175-3-3:453356>453310,r697,405175,3,3,453356,453310,Enkel bilveg,Gamle Drammensvei,KV1101 S2D1 m319-517,MED,197.815,1#2,bidirectional,E18_8.json
405087-7-3:3067812>453310,r784,405087,7,3,3067812,453310,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m204-220,MED,16.137,1#2,bidirectional,E18_8.json
417494-1-3:1406358>1238939,r798,417494,1,3,1406358,1238939,Enkel bilveg,Preståsen,PV1235 S1D1 m0-95,MED,94.621,1#2,bidirectional,E18_8.json
405087-8-3:453310>453321,r784,405087,8,3,453310,453321,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m220-301,MED,80.585,1#2,bidirectional,E18_8.json
405333-1-3:1403958>453356,r799,405333,1,3,1403958,453356,Enkel bilveg,Oksehovedveien,KV1225 S1D1 m0-125,MED,124.975,1#2,bidirectional,E18_8.json
405218-4-3:453213>453190,r779,405218,4,3,453213,453190,Enkel bilveg,Homans vei,KV1132 S1D1 m288-388,MED,100.025,1#2,bidirectional,E18_8.json
405367-3-3:453213>1400333,r778,405367,3,3,453213,1400333,Enkel bilveg,Sjøveien,KV1251 S1D1 m252-299,MED,46.788,1#2,bidirectional,E18_8.json
2646931-1-4:1400333>2646805,r800,2646931,1,4,1400333,2646805,Enkel bilveg,Sjøveien,PV1251 S2D1 m0-68,MED,67.576,1#2,bidirectional,E18_8.json
405734-1-3:453190>3588564,r787,405734,1,3,453190,3588564,Enkel bilveg,Sverrestien,KV1823 S1D1 m0-108,MED,107.556,1#2,bidirectional,E18_8.json
405333-2-3:453356>453344,r799,405333,2,3,453356,453344,Enkel bilveg,Oksehovedveien,KV1225 S1D1 m125-272,MED,146.583,1#2,bidirectional,E18_8.json
405087-9-3:453321>3588555,r784,405087,9,3,453321,3588555,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m301-341,MED,40.689,1#2,bidirectional,E18_8.json
405216-1-3:453321>3588525,r801,405216,1,3,453321,3588525,Enkel bilveg,Halvorsens vei,KV1129 S1D1 m0-32,MED,31.601,1#2,bidirectional,E18_8.json
405216-14-3:3588525>453302,r801,405216,14,3,3588525,453302,Enkel bilveg,Halvorsens vei,KV1129 S1D1 m32-60,MED,28.066,1#2,bidirectional,E18_8.json
405216-2-3:453302>3588526,r801,405216,2,3,453302,3588526,Enkel bilveg,Halvorsens vei,KV1129 S1D1 m60-211,MED,151.11,1#2,bidirectional,E18_8.json
405334-1-3:453302>3588516,r802,405334,1,3,453302,3588516,Enkel bilveg,Oksehovedveien,KV1225 S2D1 m0-6,MED,5.928,1#2,bidirectional,E18_8.json
405087-19-3:3588555>453344,r784,405087,19,3,3588555,453344,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m341-439,MED,97.684,1#2,bidirectional,E18_8.json
446147-140-9:3078149>3078109,r081,446147,140,9,3078149,3078109,Kanalisert veg,Drammensveien,EV18 S52D1 m556-932,MOT,383.237,2#4#6K,against_link_special,E18_9.json E18_10.json
444470-131-9:3077170>3077168,r085,444470,131,9,3077170,3077168,Kanalisert veg,Drammensveien,EV18 S52D1 m556-932,MOT,374.715,1#3#5,with_link,E18_9.json E18_10.json
445177-8-13:2595599>3962093,r803,445177,8,13,CN51,3962093,Kanalisert veg,Sandviksveien,FV1648 S1D1 m850-899,MED,52.073,1,with_link,E18_9.json E18_10.json
446765-8-13:2595598>3962095,r804,446765,8,13,CN51,3962095,Kanalisert veg,Sandviksveien,FV1648 S1D1 m850-898,MED,46.891,2,against_link,E18_9.json E18_10.json
406010-4-3:3067960>1238649,r805,406010,4,3,3067960,1238649,Enkel bilveg,Rådhustorget,KV2469 S1D1 m108-216,MED,108.706,2#3S,bidirectional_special,E18_9.json E18_10.json
417931-2-4:452872>3605108,r806,417931,2,4,CN52,3605108,Enkel bilveg,Brambanis vei,PV1848 S1D1 m16-87,MED,71.255,1#2,bidirectional,E18_9.json E18_10.json
446765-12-13:3962095>2595605,r804,446765,12,13,3962095,CN52,Kanalisert veg,Sandviksveien,FV1648 S1D1 m898-906,MED,8.469,2,against_link,E18_9.json E18_10.json
445177-12-13:3962093>2595604,r803,445177,12,13,3962093,CN52,Kanalisert veg,Sandviksveien,FV1648 S1D1 m899-906,MED,7.677,1,with_link,E18_9.json E18_10.json
445177-10-13:2595609>3077569,r803,445177,10,13,CN52,3077569,Kanalisert veg,Sandviksveien,FV1648 S1D1 m923-935,MED,11.535,1,with_link,E18_9.json E18_10.json
446765-10-13:2595610>3078556,r804,446765,10,13,CN52,3078556,Kanalisert veg,Sandviksveien,FV1648 S1D1 m924-935,MED,11.99,2,against_link,E18_9.json E18_10.json
406010-5-3:3587451>3067960,r805,406010,5,3,3587451,3067960,Enkel bilveg,Rådhustorget,KV2469 S1D1 m93-108,MED,14.648,2#3S,bidirectional_special,E18_9.json E18_10.json
406010-3-3:452801>3587451,r805,406010,3,3,452801,3587451,Enkel bilveg,Rådhustorget,KV2469 S1D1 m73-93,MED,20.213,2#3S,bidirectional_special,E18_9.json E18_10.json
445177-5-13:3077569>2595612,r803,445177,5,13,3077569,CN53,Kanalisert veg,Sandviksveien,FV1648 S1D1 m935-964,MED,28.299,1,with_link,E18_9.json E18_10.json
446765-5-13:3078556>2595613,r804,446765,5,13,3078556,CN53,Kanalisert veg,Sandviksveien,FV1648 S1D1 m935-964,MED,30.774,2,against_link,E18_9.json E18_10.json
406010-2-3:452822>452801,r805,406010,2,3,CN44,452801,Enkel bilveg,Rådhustorget,KV2469 S1D1 m32-73,MED,40.623,2#3S,bidirectional_special,E18_9.json E18_10.json
406010-6-3:3549959>452822,r805,406010,6,3,3549959,CN44,Enkel bilveg,Rådhustorget,KV2469 S1D1 m24-32,MED,8.281,2,against_link,E18_9.json E18_10.json
406010-7-3:3820129>3549959,r805,406010,7,3,3820129,3549959,Enkel bilveg,Rådhustorget,KV2469 S1D1 m6-24,MED,18.091,2,against_link,E18_9.json E18_10.json
405177-8-3:3067821>452888,r744,405177,8,3,3067821,CN53,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m1408-1439,MED,30.993,1#2,bidirectional,E18_9.json E18_10.json
406018-2-5:452888>3587302,r817,406018,2,5,CN53,3587302,Enkel bilveg,Jørgen Kanitz' gate,KV2483 S1D1 m18-33,MED,14.31,1#2,bidirectional,E18_9.json E18_10.json
2538683-2-5:452783>2538559,r818,2538683,2,5,CN46,CN44,Enkel bilveg,Rådmann Halmrasts vei,KV1245 S2D1 m0-72,MED,71.696,1,with_link,E18_9.json E18_10.json
445178-1-13:452960>3077570,r819,445178,1,13,452960,3077570,Kanalisert veg,Sandviksveien,FV1648 S1D1 m1061-1078,MED,17.321,1#1V1,with_link_special,E18_9.json E18_10.json
445178-2-13:3077570>452971,r819,445178,2,13,3077570,RB17,Kanalisert veg,Sandviksveien,FV1648 S1D1 m1078-1082,MED,6.8,,unknown,E18_9.json E18_10.json
443861-11-14:452915>452960,r820,443861,11,14,CN53,452960,Enkel bilveg,Sandviksveien,FV1648 S1D1 m1002-1061,MED,58.279,1#2,bidirectional,E18_9.json E18_10.json
406018-7-5:3587302>3965228,r817,406018,7,5,3587302,3965228,Enkel bilveg,Jørgen Kanitz' gate,KV2483 S1D1 m33-66,MED,33.158,1#2,bidirectional,E18_9.json E18_10.json
446766-1-13:452960>3078557,r821,446766,1,13,452960,3078557,Kanalisert veg,Sandviksveien,FV1648 S1D1 m1061-1078,MED,16.27,2,against_link,E18_9.json E18_10.json
446427-3-10:3289893>452977,r822,446427,3,10,3289893,RB17,Kanalisert veg,Sandviksveien,FV164 S1D1 m1179-1183,MED,5.737,,unknown,E18_9.json E18_10.json
406018-8-5:3965228>452839,r817,406018,8,5,3965228,452839,Enkel bilveg,Jørgen Kanitz' gate,KV2483 S1D1 m66-74,MED,8.622,1#2,bidirectional,E18_9.json E18_10.json
406010-1-3:452839>3820129,r805,406010,1,3,452839,3820129,Enkel bilveg,Rådhustorget,KV2469 S1D1 m0-6,MED,5.647,2,against_link,E18_9.json E18_10.json
446427-2-10:3078332>3289893,r822,446427,2,10,3078332,3289893,Kanalisert veg,Sandviksveien,FV164 S1D1 m1174-1179,MED,4.149,2,against_link,E18_9.json E18_10.json
446427-1-10:452981>3078332,r822,446427,1,10,452981,3078332,Kanalisert veg,Sandviksveien,FV164 S1D1 m1158-1174,MED,17.793,2,against_link,E18_9.json E18_10.json
446766-2-13:3078557>452968,r821,446766,2,13,3078557,RB17,Kanalisert veg,Sandviksveien,FV1648 S1D1 m1078-1082,MED,6.801,,unknown,E18_9.json E18_10.json
406018-3-5:452839>452832,r817,406018,3,5,452839,452832,Enkel bilveg,Jørgen Kanitz' gate,KV2483 S1D1 m74-93,MED,18.428,1#2,bidirectional,E18_9.json E18_10.json
405177-9-3:2538391>3067821,r744,405177,9,3,2538391,3067821,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m1229-1408,MED,178.825,1#2,bidirectional,E18_9.json E18_10.json
446428-1-9:452970>3289915,r823,446428,1,9,RB17,3289915,Kanalisert veg,Folangerveien,FV164 S1D1 m1183-1187,MED,5.334,,unknown,E18_9.json E18_10.json
444837-3-10:3289916>452976,r824,444837,3,10,3289916,RB17,Kanalisert veg,Sandviksveien,FV164 S1D1 m1179-1183,MED,5.826,,unknown,E18_9.json E18_10.json
444837-2-10:3077346>3289916,r824,444837,2,10,3077346,3289916,Kanalisert veg,Sandviksveien,FV164 S1D1 m1174-1179,MED,4.188,1,with_link,E18_9.json E18_10.json
443622-5-11:453065>452981,r715,443622,5,11,453065,452981,Enkel bilveg,Sandviksveien,FV164 S1D1 m819-1158,MED,339.209,1#2,bidirectional,E18_9.json E18_10.json
444837-1-10:452981>3077346,r824,444837,1,10,452981,3077346,Kanalisert veg,Sandviksveien,FV164 S1D1 m1158-1174,MED,18.014,1,with_link,E18_9.json E18_10.json
444838-1-9:452974>3289914,r825,444838,1,9,RB17,3289914,Kanalisert veg,Folangerveien,FV164 S1D1 m1183-1187,MED,5.597,,unknown,E18_9.json E18_10.json
446428-2-9:3289915>452969,r823,446428,2,9,3289915,452969,Kanalisert veg,Folangerveien,FV164 S1D1 m1187-1208,MED,21.793,2#2H1,against_link_special,E18_9.json E18_10.json
444838-2-9:3289914>452969,r825,444838,2,9,3289914,452969,Kanalisert veg,Folangerveien,FV164 S1D1 m1187-1208,MED,20.878,1,with_link,E18_9.json E18_10.json
406018-6-3:452832>452836,r817,406018,6,3,452832,452836,Enkel bilveg,Jørgen Kanitz' gate,KV2483 S1D1 m93-109,MED,15.671,1#2,bidirectional,E18_9.json E18_10.json
405177-10-3:2538392>2538391,r744,405177,10,3,2538392,2538391,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m1116-1229,MED,113.105,1#2,bidirectional,E18_9.json E18_10.json
2538675-1-4:2538391>2538552,r827,2538675,1,4,2538391,2538552,Enkel bilveg,Gamle Drammensvei,PV1101 S4D1 m0-51,MED,50.614,1#2,bidirectional,E18_9.json E18_10.json
443623-2-9:452969>3074576,r828,443623,2,9,452969,3074576,Enkel bilveg,Folangerveien,FV164 S1D1 m1208-1224,MED,15.47,1#2#2H1,bidirectional_special,E18_9.json E18_10.json
2538680-2-4:3587255>2538557,r829,2538680,2,4,3587255,2538557,Enkel bilveg,Anthon Walles vei,PV1019 S1D1 m3-95,MED,92.475,1#2,bidirectional,E18_9.json E18_10.json
406018-5-5:452836>452841,r817,406018,5,5,452836,CN112,Enkel bilveg,Jørgen Kanitz' gate,KV2483 S1D1 m109-114,MED,5.927,1#2,bidirectional,E18_9.json E18_10.json
3175221-2-3:3605100>452783,r831,3175221,2,3,CN05,CN46,Enkel bilveg,Rådmann Halmrasts vei,KV1245 S1D1 m39-169,MED,130.413,1#2,bidirectional,E18_9.json E18_10.json
405061-10-4:452851>2815723,r830,405061,10,4,452851,CN112,Enkel bilveg,Anthon Walles vei,KV1019 S4D1 m6-11,MOT,4.785,1#2,bidirectional,E18_9.json E18_10.json
4060524-1-1:2815723>4060523,r832,4060524,1,1,CN112,4060523,Enkel bilveg,Jørgen Kanitz' gate,KV2483 S2D1 m0-135,MED,135.408,1#2,bidirectional,E18_9.json E18_10.json
405061-9-4:2815722>452851,r830,405061,9,4,2815722,452851,Enkel bilveg,Anthon Walles vei,KV1019 S4D1 m11-40,MOT,29.293,1#2,bidirectional,E18_9.json E18_10.json
443623-6-9:3074576>3074574,r828,443623,6,9,3074576,3074574,Enkel bilveg,Folangerveien,FV164 S1D1 m1224-1475,MED,251.251,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
405061-25-4:3587232>2815722,r830,405061,25,4,3587232,2815722,Enkel bilveg,Anthon Walles vei,KV1019 S4D1 m40-92,MOT,51.949,1#2,bidirectional,E18_9.json E18_10.json
405177-7-3:453031>2538392,r744,405177,7,3,453031,2538392,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m1034-1116,MED,81.407,1#2,bidirectional,E18_9.json E18_10.json
2538681-1-4:2538392>2538558,r833,2538681,1,4,2538392,2538558,Enkel bilveg,Gamle Drammensvei,PV1101 S5D1 m0-40,MED,39.982,1#2,bidirectional,E18_9.json E18_10.json
405061-24-3:3587254>2538390,r830,405061,24,3,3587254,CN36,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m815-866,MED,51.322,1#2,bidirectional,E18_9.json E18_10.json
2538680-1-4:2538390>3587255,r829,2538680,1,4,CN36,3587255,Enkel bilveg,Anthon Walles vei,PV1019 S1D1 m0-3,MED,2.849,1#2,bidirectional,E18_9.json E18_10.json
405061-6-3:452986>3587254,r830,405061,6,3,452986,3587254,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m749-815,MED,65.582,1#2,bidirectional,E18_9.json E18_10.json
405061-7-3:452952>3605110,r830,405061,7,3,CN36,3605110,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m891-924,MED,32.829,1#2,bidirectional,E18_9.json E18_10.json
405878-1-3:452952>3587234,r834,405878,1,3,CN36,3587234,Enkel bilveg,Lychesvingen,KV2243 S1D1 m0-4,MED,4.024,1#2,bidirectional,E18_9.json E18_10.json
405878-5-3:3587234>3587195,r834,405878,5,3,3587234,3587195,Enkel bilveg,Lychesvingen,KV2243 S1D1 m4-73,MED,68.942,1#2,bidirectional,E18_9.json E18_10.json
405061-8-4:452911>3587232,r830,405061,8,4,452911,3587232,Enkel bilveg,Anthon Walles vei,KV1019 S4D1 m92-107,MOT,14.941,1#2,bidirectional,E18_9.json E18_10.json
405061-26-3:3605110>452911,r830,405061,26,3,3605110,452911,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m924-936,MED,11.949,1#2,bidirectional,E18_9.json E18_10.json
405177-6-3:453055>453031,r744,405177,6,3,453055,453031,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m951-1034,MED,83.387,1#2,bidirectional,E18_9.json E18_10.json
405750-1-3:452911>452869,r835,405750,1,3,452911,CN128,Enkel bilveg,Malmskriverveien,KV1849 S1D1 m0-84,MED,84.1,1#2,bidirectional,E18_9.json E18_10.json
2538677-1-4:452986>2538554,r836,2538677,1,4,452986,2538554,Enkel bilveg,Anthon Walles vei,PV1019 S2D1 m0-63,MED,62.664,1#2,bidirectional,E18_9.json E18_10.json
405062-1-3:452986>1220921,r837,405062,1,3,452986,1220921,Enkel bilveg,Anthon Walles vei,KV1019 S3D1 m0-58,MED,57.8,1#2,bidirectional,E18_9.json E18_10.json
405061-5-3:452988>452986,r830,405061,5,3,CN35,452986,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m688-749,MED,61.066,1#2,bidirectional,E18_9.json E18_10.json
405177-13-3:3973429>453055,r744,405177,13,3,3973429,453055,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m946-951,MED,4.624,1#2,bidirectional,E18_9.json E18_10.json
405177-11-3:2646611>3973429,r744,405177,11,3,2646611,3973429,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m809-946,MED,137.714,1#2,bidirectional,E18_9.json E18_10.json
417933-2-3:3587213>1411754,r838,417933,2,3,3587213,1411754,Enkel bilveg,Malmskriverveien,PV1849 S1D1 m4-38,MED,34.064,1#2,bidirectional,E18_9.json E18_10.json
405878-6-3:3587195>3605111,r834,405878,6,3,3587195,3605111,Enkel bilveg,Lychesvingen,KV2243 S1D1 m73-79,MED,6.486,1#2,bidirectional,E18_9.json E18_10.json
405878-7-3:3605111>2541047,r834,405878,7,3,3605111,2541047,Enkel bilveg,Lychesvingen,KV2243 S1D1 m79-102,MED,22.479,1#2,bidirectional,E18_9.json E18_10.json
418142-2-3:452987>1414239,r839,418142,2,3,CN35,1414239,Enkel bilveg,Otto Sverdrups vei,PV2244 S1D1 m16-50,MED,34.1,1#2,bidirectional,E18_9.json E18_10.json
417933-1-3:452869>3587213,r838,417933,1,3,CN128,3587213,Enkel bilveg,Malmskriverveien,PV1849 S1D1 m0-4,MED,4.185,1#2,bidirectional,E18_9.json E18_10.json
405879-1-3:452940>452913,r840,405879,1,3,CN152,452913,Enkel bilveg,Lychesvingen,KV2243 S2D1 m0-76,MED,75.993,1#2,bidirectional,E18_9.json E18_10.json
405061-15-3:2538388>2538393,r830,405061,15,3,2538388,CN35,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m587-660,MED,73.448,1#2,bidirectional,E18_9.json E18_10.json
405878-4-3:2541047>452940,r834,405878,4,3,2541047,CN152,Enkel bilveg,Lychesvingen,KV2243 S1D1 m102-108,MED,6.0,1#2,bidirectional,E18_9.json E18_10.json
405061-14-3:2538386>2538388,r830,405061,14,3,CN34,2538388,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m477-587,MED,109.617,1#2,bidirectional,E18_9.json E18_10.json
2538678-1-4:2538388>2538555,r841,2538678,1,4,2538388,2538555,Enkel bilveg,Anthon Walles vei,PV1019 S3D1 m0-84,MED,83.545,1#2,bidirectional,E18_9.json E18_10.json
1220902-1-3:3587215>1220920,r843,1220902,1,3,CN128,1220920,Enkel bilveg,Malmskriverveien,KV1849 S1D1 m108-140,MED,31.911,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
405177-12-3:2814324>2646611,r744,405177,12,3,CN111,2646611,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m731-809,MED,77.156,1#2,bidirectional,E18_9.json E18_10.json
2646936-1-4:2646611>2646810,r844,2646936,1,4,2646611,2646810,Enkel bilveg,Gamle Drammensvei,PV1101 S6D1 m0-103,MED,102.835,1#2,bidirectional,E18_9.json E18_10.json
418143-1-3:452987>1414240,r845,418143,1,3,CN35,1414240,Enkel bilveg,Otto Sverdrups vei,PV2244 S2D1 m0-48,MED,48.447,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
405879-2-3:452913>452937,r840,405879,2,3,452913,CN152,Enkel bilveg,Lychesvingen,KV2243 S2D1 m76-110,MED,33.709,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
405735-4-4:3145900>452991,r847,405735,4,4,3145900,CN35,Enkel bilveg,Sverrestien,KV1823 S2D1 m0-320,MED,319.815,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
417917-1-3:452991>1411741,r848,417917,1,3,CN35,1411741,Enkel bilveg,Sverrestien,PV1823 S1D1 m0-117,MED,117.164,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
405750-5-5:1220920>3067909,r835,405750,5,5,1220920,3067909,Enkel bilveg,Malmskriverveien,KV1849 S1D1 m140-201,MED,61.158,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
406012-3-4:452804>3820130,r849,406012,3,4,452804,3820130,Enkel bilveg,Folangerveien,PV2478 S1D1 m0-98,MED,97.536,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
405878-3-3:452937>1401055,r834,405878,3,3,CN152,1401055,Enkel bilveg,Lychesvingen,KV2243 S1D1 m135-289,MED,153.992,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
2814284-1-3:2814392>2814324,r850,2814284,1,3,2814392,CN111,Enkel bilveg,Gamle Drammensvei,PV1101 S20D1 m0-25,MOT,24.732,1#2,bidirectional,E18_9.json E18_10.json
406012-7-4:3587174>452804,r849,406012,7,4,3587174,452804,Enkel bilveg,Folangerveien,PV2478 S1D1 m223-308,MED,85.175,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
2538676-1-4:2538386>2538553,r851,2538676,1,4,CN34,2538553,Enkel bilveg,Anthon Walles vei,PV1019 S4D1 m0-103,MED,103.136,1#2,bidirectional,E18_9.json E18_10.json
405218-12-3:2646688>453119,r779,405218,12,3,CN69,CN111,Enkel bilveg,Homans vei,KV1132 S1D1 m931-976,MED,44.926,1#2,bidirectional,E18_9.json E18_10.json
405750-6-5:3067909>3145901,r835,405750,6,5,3067909,3145901,Enkel bilveg,Malmskriverveien,KV1849 S1D1 m201-242,MED,41.358,1#2,bidirectional,E18_9.json E18_10.json E18_11.json
405061-12-3:3067809>2538387,r830,405061,12,3,3067809,CN34,Enkel bilveg,Anthon Walles vei,KV1019 S1D1 m416-449,MED,33.068,1#2,bidirectional,E18_9.json E18_10.json
2538679-1-4:2538387>2538556,r852,2538679,1,4,CN34,2538556,Enkel bilveg,Anthon Walles vei,PV1019 S5D1 m0-59,MED,59.04,1#2,bidirectional,E18_9.json E18_10.json
2646943-1-4:2646613>2646817,r853,2646943,1,4,CN62,2646817,Enkel bilveg,Anthon Walles vei,PV1019 S7D1 m0-52,MED,52.349,1#2,bidirectional,E18_9.json E18_10.json
443623-3-9:3074574>452880,r828,443623,3,9,3074574,452880,Enkel bilveg,Folangerveien,FV164 S1D1 m1475-1489,MED,13.923,1#1V1#2,bidirectional_special,E18_9.json E18_10.json E18_11.json
